sect_name,t,source,region,sect_group,gvc,traditional,traditional_jpn.x,traditional_jpn.y
13-Transport Equipment,1990,wiodlr,AUT,Manufacturing,0.722945560407915,0.391746674055351,2.07126202745314,2.07126202745314
13-Transport Equipment,1990,wiodlr,BEL,Manufacturing,1.25516528672259,0.899363688561702,2.07126202745314,2.07126202745314
13-Transport Equipment,1990,wiodlr,BRA,Manufacturing,0.555185140277784,0.626802783133643,2.07126202745314,2.07126202745314
13-Transport Equipment,1990,wiodlr,CAN,Manufacturing,2.63984231010314,1.59777813401293,2.07126202745314,2.07126202745314
13-Transport Equipment,1990,wiodlr,CHN,Manufacturing,0.0595150148594066,0.0570603609564633,2.07126202745314,2.07126202745314
13-Transport Equipment,1990,wiodlr,DEU,Manufacturing,1.19068835408555,1.60147833176774,2.07126202745314,2.07126202745314
13-Transport Equipment,1990,wiodlr,DNK,Manufacturing,0.249612184592194,0.153665437714568,2.07126202745314,2.07126202745314
13-Transport Equipment,1990,wiodlr,ESP,Manufacturing,1.40689593461669,1.28789512379996,2.07126202745314,2.07126202745314
13-Transport Equipment,1990,wiodlr,FIN,Manufacturing,0.245413230882889,0.310938522393849,2.07126202745314,2.07126202745314
13-Transport Equipment,1990,wiodlr,FRA,Manufacturing,1.20651755222648,1.04993511334292,2.07126202745314,2.07126202745314
13-Transport Equipment,1990,wiodlr,GBR,Manufacturing,0.815155785176943,0.705709633613559,2.07126202745314,2.07126202745314
13-Transport Equipment,1990,wiodlr,GRC,Manufacturing,0,0,2.07126202745314,2.07126202745314
13-Transport Equipment,1990,wiodlr,HKG,Manufacturing,0.231986635919794,0.0911874348192247,2.07126202745314,2.07126202745314
13-Transport Equipment,1990,wiodlr,IND,Manufacturing,0.0954761628652917,0.0340321217533084,2.07126202745314,2.07126202745314
13-Transport Equipment,1990,wiodlr,IRL,Manufacturing,0.137791215559481,0.0730269371624624,2.07126202745314,2.07126202745314
13-Transport Equipment,1990,wiodlr,ITA,Manufacturing,0.606762062009258,0.587972056849331,2.07126202745314,2.07126202745314
13-Transport Equipment,1990,wiodlr,JPN,Manufacturing,1.18384060732346,2.07126202745314,2.07126202745314,2.07126202745314
13-Transport Equipment,1990,wiodlr,KOR,Manufacturing,0.309057314342834,0.395567716187432,2.07126202745314,2.07126202745314
13-Transport Equipment,1990,wiodlr,MEX,Manufacturing,1.53688538839041,0.967199499630844,2.07126202745314,2.07126202745314
13-Transport Equipment,1990,wiodlr,NLD,Manufacturing,0.445557793787962,0.303314776294225,2.07126202745314,2.07126202745314
13-Transport Equipment,1990,wiodlr,PRT,Manufacturing,0.996383251379105,0.471378317117788,2.07126202745314,2.07126202745314
13-Transport Equipment,1990,wiodlr,SWE,Manufacturing,1.25312072094235,1.04182142593789,2.07126202745314,2.07126202745314
13-Transport Equipment,1990,wiodlr,TWN,Manufacturing,0.21179368375865,0.174508807547148,2.07126202745314,2.07126202745314
13-Transport Equipment,1990,wiodlr,USA,Manufacturing,1.2130651363643,0.857536724849702,2.07126202745314,2.07126202745314
